Key	Value
{0}走上前去，决定与他们辩论一番。然而由于{0}知识尚浅，三言两语就被驳了回来。传道顺利进行。	{0} ก้าวไปข้างหน้าและเริ่มการถกเถียงกับพวกเขา เนื่องจาก {0} ไม่ได้รับข้อมูลที่ดีพอเขาจึงโต้แย้งได้อย่างง่ายดาย การเทศนาเป็นไปอย่างราบรื่น
{0}拿了一碗面。大家不知道他在干什么。传道顺利进行。	{0} นำก๋วยเตี๋ยวมาหนึ่งชาม ไม่มีใครรู้ว่าเขากำลังทำอะไร การเทศนาเป็นไปอย่างราบรื่น
{0}与对方私下沟通，小声说道：“今天要么就先这样吧，下次再传教怎么样？”并将灵石塞到他们{0}手中。“啊，今天我身体不适，改日再讲。”对方当即决定回家。传道中断了。	{0} ได้สนทนาเป็นการส่วนตัวกับผู้ปลูกฝังจากสำนักอื่น: "นั่นจะทำเพื่อวันนี้แล้วคราวหน้าเราจะทำต่อไปดีไหม" และวาง Spirit Stone ไว้ในมือของพวกเขา {0} "วันนี้ฉันรู้สึกไม่อยู่แล้วมาคุยกันอีกวัน" คนนั้นตัดสินใจมุ่งหน้ากลับบ้านทันที การเทศน์ถูกขัดจังหวะ
{0}拿了一根棍子，准备直接攻击对方，然而他们信众众多，及时阻止了。群众看见了之后对我们表示不满，并心有不安。传道顺利进行。	{0} brought a club and prepared to attack, but was stopped by the other sect's Followers. The crowd expressed dissatisfaction after witnessing our assault. The preaching went smoothly.
{0}拿了一块石头向对方砸了过去，但被其接住。“你们看看，这就是他们的作风！”群众对我们表示怀疑，并心有不安。传道顺利进行。	{0} brought a stone, threw it at the opponent, but it was caught. "See, this is what they do! " The crowd is suspicious of us and thus uneasy. The preaching went smoothly.
{0}看了一眼众弟子，好像没有谁比较特别，微微叹了口气。传道顺利进行。	{0} took a look at the disciples, and sighed as there appeared to be no one special. The preaching went smoothly.
受戒顺利进行。	The Abstinence Ceremony went smoothly.
{0}走上前去，说道：“依我看这世道，要不还是算了吧。”对方有点恼火，说：“你是哪个派的？管得着吗？”{0}无奈只能离去。受戒顺利进行。	{0} steps forwards and says: "In my opinion, it'd be better to forget it. " The other side was a bit annoyed and said: "What Sect are you from? It's none of your business! " {0} had no choice but to leave. The Abstinence Ceremony went smoothly.
{0}直接走上去，与对方打了起来，但被信众阻止了。群众用异样的眼神看着{0}。受戒中断了一会又顺利进行。	{0} walked up and fought with the opponent, but the crowd stopped them. The crowd watched {0} with odd expressions. The Abstinence Ceremony was interrupted for a bit, but then went smoothly.
{0}当着他们的面，开始大讲道法，想要吸引信众。但受戒仪式非常严肃，没有办法依靠传道进行干扰。受戒顺利进行。	{0} began to preach to increase Followers. The Abstinence Ceremony was extremely serious, so there was no way to interfere with it by preaching. The Abstinence Ceremony went smoothly.
{0}走上前去，决定就受戒的后果与他们辩论一番。对方竟然被说得哑口无言，受戒无法再进行下去。	{0} stepped forward and started a debate on the consequences of Abstinence with them. Their sect members were speechless, and the Abstinence Ceremony could by no means continue.
{0}走上前去，决定就受戒的后果与他们辩论一番。然而由于{0}知识尚浅，三言两语就被驳了回来。受戒顺利进行。	{0} stepped forward and started a debate on the consequences of Abstinence with them. As {0} was not well enough informed, he was contradicted with ease. The Abstinence Ceremony went smoothly.
{0}拿了一些食物，在他们面前吃了起来。他们的代理人看的口水直流，想必已经几天没吃过肉了。他们的信徒非常怀疑，纷纷离去。	{0} brought some Food and started gobbling in front of them. Their agents couldn't help but drooled, giving away their hunger for meat. Their Followers became doubtful and left in droves.
{0}与对方私下沟通，小声说道：“今天要么就先这样吧，下次再受戒怎么样？”并将灵石塞到他们{0}手中。“长久只吃素对身体不好，有时候不必勉强自己，只要心中有数即可。”对方突然这么说，并离开了。受戒中断了。	{0} had a private conversation with that cultivator from another sect: "That'll do for today, how about we continue next time? " And put หินวิญญาณ in their {0}'s hands. "Going without meat for too long can have consequences, there's no need to force yourself. " Their agent said this, then left. The Abstinence Ceremony was interrupted.
{0}拿了一根棍子，准备直接攻击对方。然而他们的信众太多，被阻止了。群众看见了之后对我们表示不满。受戒没有进行地很顺利。	{0} brought a club and prepared to attack them. Yet there were too many followers, so {0} was stopped. The crowd expressed dissatisfaction after witnessing our conduct. The Abstinence Ceremony didn't go smoothly.
{0}拿了一块石头向对方砸了过去，但被其接住。“你们看看，这就是他们的作风！”群众对我们表示怀疑，并心有不安。受戒没有进行地很顺利。	{0} brought a stone, threw it at the opponent, but it was caught. "See, this is what they do! " The crowd is suspicious of us and thus uneasy. The Abstinence Ceremony didn't go smoothly.
{0}看了一眼众弟子，好像没有谁比较特别，微微叹了口气。受戒顺利进行。	{0} took a look at the disciples, and sighed as there appeared to be no one special. The Abstinence Ceremony went smoothly.
{0}尝试安抚主人，但他也只是心里好受了一点，并无实际用处。	{0} tried to calm the house owner down, but he only felt a bit better for it.
{0}嘲讽他：“这个你难道不能自己解决？”主人内心非常难受，群众也看不过去。	{0} ridiculed him: "Can't you take care of this yourself? " The house owner was having a difficult time and the crowd could see that.
{0}对众人说：“你来做我的信徒，我就帮你修房子。”他当然就成为了信徒，但群众认为此事很诡异。	{0} said to the crowd: "Become our follower and I'll help you fix the house. " He became a Follower on the spot, but the crowd was suspicious.
{0}说：“去我们那里吧，房子随便住。”但他只想要住自己的房子。	{0} says: "Go over to our place, stay in whichever house you like. " He wanted to stay at his own house though.
{0}带了些食物。他虽然也饿，但是并不解决问题。	{0} brought some Food. Although he was hungry, but that didn't resolve the problem.
{0}带了些灵石，但他不认识灵石。	{0} brought some หินวิญญาณ, but he didn't know what they were.
{0}拿了些多余的木材，并将他的木屋修好。群众投来赞许的目光。	{0} grabbed some Wood and fixed his place. Everyone seems to approve.
{0}拿了些石料，但他的房子无法使用石料恢复。	{0} grabbed some Stone, but his house couldn't be repaired with stone.
{0}无动于衷，几乎没人通过这次活动认识我们。群众受到了装神弄鬼的影响。	{0} were indifferent, so no one really got to know us as a result of the activity. The crowd was affected by the swindling.
{0}尝试安抚他：“何故在此谈论是非？时候不早了，回去休息吧。”那人理都不理{0}。群众受到了装神弄鬼的影响。	{0} tried to calm him down: "Why are you here talking about right and wrong? It's late, go rest. " The person paid {0} no mind. The crowd was affected by the swindling.
{0}向其怒吼：“一派胡言！”他居然被吓跑了。群众觉得更加安全。	{0} roared: "What a load of nonsense! " He was scared off. The crowd felt safer living here.
{0}向其怒吼：“你再不停下，小心我打你！”“就是他！他就是万恶之源！”看来{0}还不够有威慑力，群众用怀疑的眼神看着{0}。群众受到了装神弄鬼的影响。	{0} roared: ""If you don't stop, you better watch out!"", ""He's the one! He's the root of all evil!"" It looks like {0} didn't have the force necessary. The crowd looked at {0} suspiciously. The crowd was affected by the swindling.
{0}对众人说：“你这么能干，不如加入我们吧。”但他并不愿意。群众受到了装神弄鬼的影响。	{0} said to the crowd: "Wouldn't it be better to join us than to continue like this? " He wasn't willing to though. The crowd was affected by the swindling.
{0}说走上前去，与他辩论。他与{0}说了半天，驴头不对马嘴，装神弄鬼结束了。	{0} went and argued with him. He spoked nonsense with {0} for quite a while, then the swindling was over.
{0}带了些食物。但他并不需要吃东西。群众受到了装神弄鬼的影响。	{0} brought some Food. He didn't need anything to eat though. The crowd was affected by the swindling.
{0}带了些灵石，但他不认识灵石。群众受到了装神弄鬼的影响。	{0} brought some หินวิญญาณ, but he didn't know what they were. The crowd was affected by the swindling.
{0}拿了根木棍，想要将其打晕。“就是他！他就是万恶之源！”群众用怀疑的眼神看着{0}，没想到他恶人先告状。群众受到了装神弄鬼的影响。	{0} grabbed a wooden club to knock the other party out with: ""He's the one! He's the root of all evil!"" Hearing his sudden accusation, the crowd looked at {0} suspiciously. The crowd was affected by the swindling.
{0}拿了块石头，向他砸了过去。他被打晕了，群众也被吓到了。	{0} grabbed a stone and chucked it at him. He was knocked out, the crowd was frightened by it.
{0}尝试安抚他们，展现了处世之道：“生意讲究公平竞争。你们这样打闹，怕是神仙都不敢再来了。”他们双方觉得有些道理，不再争吵。群众投来赞许的目光。	{0} tried to pacify them through displays of social skills: "Business is about fair competition. You all make a fuss like this, even immortals wouldn't dare come back. " They think that there's some sense made and won't quarrel any more. Everyone seems to approve.
{0}向他们吼道：“吵什么吵？再吵生意就别做了！”然而他们人多势众，{0}说的话几乎无人在乎。	{0} roared at them: "What's all this about? If you're gonna keep it up, just stop doing business! " They were so numerous though that no one really paid {0} any attention.
{0}对众人说：“你们都来做我们的信徒吧，这样大家都是一家人了。”但他们并不愿意，继续争吵。	{0} said to the crowd: "Join us and we'll all be one happy family. " They weren't willing though and continued arguing.
{0}说：“打死他们！今天就要分个胜负！。”没想到他们真的打了起来，一片混乱。群众害怕地逃走了。	{0} says: "Give them a beating! There's gonna be a winner today!" Encouraged by your words, they actually started fighting, and the situation became out of control. The crowd ran away scared.
{0}拿了根木棍，想要攻击他们。然而他们人多势众。	{0} grabbed a wooden club to attack them with. They were numerous though.
{0}拿了块石头，向其中一位砸了过去。他们其中一位被打晕了，其他人也突然被吓到。	{0} grabbed a stone, and chucked it at one of them. One of them was knocked out, the others were frightened.
{0}无动于衷，几乎没人通过这次活动认识我们。他们中只有少部分人在此地住了下来。	{0} were indifferent, so no one really got to know us as a result of the activity. Only a few of them settled down here.
{0}尝试安抚他们，展现了处世之道：“此地还算安全，人也很多，相比荒野机会多不少，不失为好办法。”他们觉得有道理，全都在此地安家。	{0} tried to pacify them through displays of social skills: "This place is safe, there were many here, and there were more opportunities than in the wilderness…it's worth considering. " They thought it made sense, so they all settled down.
{0}对他们说道：“这里太危险，快走！”他们被吓走了。	{0} said to them: "It's too dangerous here, get a move on! " They ran away scared.
{0}对众人说：“你们都来做我们的信徒吧，我可保你们安全。”他们不太相信，只有部分成为了信众。	{0} said to the crowd: "Join us and your safety is assured. " They didn't really believe, so only some became Followers.
{0}说：“这里没什么人监管，你懂的。”难民流入后，影响了此地的稳定。	{0} says: "There's no supervision here, you know. " After the refugees moved here, it wasn't so stable here anymore.
{0}带了些食物送给他们，他们拿了食物后非常感激，几乎全部成为了信众。	{0} brought them some Food, they were extremely grateful, and almost all of them became Followers.
{0}带了些灵石，但他们不认识灵石。他们中只有少部分人在此地住了下来。	{0} brought some หินวิญญาณ, but they didn't know what they were. Only a few of them settled down here.
{0}带了些木材，但他们不缺木材。他们中只有少部分人在此地住了下来。	{0} brought some Wood, they didn't need any though. Only a few of them settled down here.
{0}带了些石料，但他们不需要石料。他们中只有少部分人在此地住了下来。	{0} brought some Stone, they didn't need any though. Only a few of them settled down here.
{0}看了一眼众弟子，好像没有谁比较特别，微微叹了口气。他们中只有少部分人在此地住了下来。	{0} took a look at the disciples, and sighed as there appeared to be no one special. Only a few of them settled down here.
{0}尝试安抚他，但除此之外也别无他法。他最终还是去世了。	{0} tried to pacify him, since there was nothing they can to beside this. He passed away in the end.
{0}说道：“别放弃！还有希望！快给我爬起来！”但他已没有了力气。	{0} said: "Don't give up! There's still hope! Get on up! " He didn't have any more strength though.
{0}对众人说：“来加入我们吧，这样我们就能帮你。”他倒是说加入我们，但还是无法再活下去。	{0} said to the crowd: "If you come join us, we can help you. " He said he would join, but he didn't have any life left in him.
{0}尝试查明他的病因，但无奈他经脉全断，身边又无修行之人，只能离去.	{0} tried to looked into his ailments, but his meridians were all cut. Without a cultivator that can take care of it around, they had to leave.
{0}带了些食物。可他就算吃了也无济于事。	{0} brought some Food. Even if he ate it, it wouldn't help.
{0}查明了病因，并找附近的散修购买药物，并让他服用，居然很快就显效了。那位散修在周边有一定声望，对{0}大加赞许。	{0} discovered the reason for the illness, found a place nearby selling Medicine, and had him take it. He recovered in short order. That Individual Cultivator was well known around here and praised {0} greatly.
{0}查明了病因，并找附近的散修购买药物，售价100，但身上的灵石数量居然不够买。	{0} discovered the reason for the illness, and found a place nearby selling elixirs…unfortunately the price of 100 was too high.
{0}拿了根木棍，并不忍心攻击他。	{0} grabbed a wooden club, yet wasn't hardhearted enough to attacked him.
{0}拿了块石头，向他砸了过去，让他解脱。被群众看见了，认为{0}十分残忍。	{0} grabbed a stone and chucked it at him to free him from suffering. The crowd saw everything and thought {0} was cruel.
{0}无动于衷，群众纷纷表示怀疑。	{0} seemed indifferent. The crowd became suspicious.
{0}尝试安抚他们，展现了处世之道：“不好意思，是我的错，去我那里吧，我帮你。”老大爷居然站了起来，“不了不了，我才不去。”群众哈哈大笑，佩服{0}的智慧。	{0} tried to pacify them through displays of social skills: "I'm sorry, it's my fault. Come, I'll help you. " The old man stood up, "I'm not going. " The crowd laughed and admired {0}'s wisdom.
{0}喊道：“敢讹人？再不起来我就打死你！”他十分害怕，连滚带爬地走了。	{0} yelled: "Blackmail, huh? If you don't get up, you'll be sorry. " He was terrified, and scrambled off.
{0}对众人说：“来加入我们吧，不仅能治疗好腿，还能延年益寿！”然而他并不相信，只想要赔偿。群众纷纷开始怀疑{0}。	{0} said to the crowd: "Come join us, not only will your legs be healed, but your life will be extended! " He didn't believe it though, and just wanted compensation. The crowd began to doubt {0}.
{0}说：“你恐怕不是腿断了，是头断了吧。我帮你治一治？”老大爷吓傻了，连滚带爬地走了。	{0} says: "Wait it's not your leg that's broken but your head? Should I help you with that? " The old man was frightened and scrambled off.
{0}带了些食物给他，他拿了食物还嫌不够，不过群众不再怀疑。	{0} brought him some Food, but the old man's appetite was insatiable. The crowd no longer held doubts though.
{0}带了些灵石，但他不认识灵石。群众纷纷开始怀疑{0}。	{0} brought some หินวิญญาณ, but he didn't know what they were. The crowd began to doubt {0}.
{0}拿了根木棍，向他打了过去，他被吓跑了。群众也受到了惊吓。	{0} grabbed a wooden club, struck at him, and he was scared off. The crowd was also frightened.
{0}拿了块石头，向他砸了过去，他机灵地躲开了。被群众看见了，以为{0}在欺负弱小。	{0} grabbed a stone and chucked it at him, but he dodged it. The crowd saw everything and thought {0} was picking on the weak.
{0}啥都没说。	{0} didn't say a thing.
{0}想了想没有什么处世方法可用来传道。	{0} thought it over and wondered what social skills could be used in preaching.
“信我者生，不信者死！”{0}摆出一副打人的架势，手上还拿着长剑。民众感到恐惧，走的走逃的逃。	Believe me and live, don't believe me and…  {0} assumed a fighting stance with sword in hand. The people were scared and fled.
{0}嗓音浑厚，像是歌唱般诉说者教义。群众听得入迷，驻足凝听，忘记了自己准备去做什么。	{0} spoke sincerely about the doctrine in a dramatically melodious voice. The crowd was so fascinated that they forgot what they had been about to do.
{0}信口开河，张口就来，说了很多诡异狡猾的方法，民众将信将疑。	Words flowed from {0}'s mouth, but the people were left skeptical.
{0}拿了一碗面站在路边。大家不知道他在干什么。	{0} brought a bowl of noodles and stood by the side of the road. Nobody knows what he's doing.
{0}拿了一颗灵石站在路边。大家不知道他在干什么。	{0} brought a Spirit Stone and stood by the side of the road. Nobody knows what he's doing.
{0}拿了一根棍子站在路边。大家不知道他在干什么。	{0} brought a club and stood by the side of the road. Nobody knows what he's doing.
{0}拿了一块石头站在路边。大家不知道他在干什么。	{0} brought a stone and stood by the side of the road. Nobody knows what he's doing.
{0}啥都没说。群众认为{0}是怕了。	{0} didn't say a thing. The crowd though {0} was scared.
{0}尝试使用处世手段安抚他，但他看起来就是来找茬的，毫无办法。	{0} tried to pacify him with their social skills, but he seemed there to pick a fight, so it was no use.
{0}说：“居然敢侮辱我神，让我消灭你！”说完就与他打了起来。最后总算是战胜了他。但转眼一看，大家都逃走了。	{0} says: "What gall, let me eliminate you! " They started fighting. In the end, {0} beat him. Upon turning around, it turns out everyone had fled.
{0}摆出邀请的手势：“既然你有意见，何不上台来直抒胸臆？”那人不好意思地走了。传道进行顺利。	{0} beckoned invitingly: "Why don't you come on up here and let us hear what you have to say? " That person left awful quick. The preaching went smoothly.
{0}说：“你这么做很没有道理，我要和你辩一辩。”但他不理不睬，就是大喊大叫。	{0} says: "Let's talk this over, what you're doing doesn't make the most sense. " He didn't pay any attention and just shouted instead.
{0}拿了一根棍子，对着大汉说：“你再说一句？”大汉身强体壮，毫不慌张，群众倒是受到了惊吓。	{0} brought a club and said to the man: "Come again? " The man was strong and not frightened, though the crowd was.
{0}拿了一块石头，准备砸向大汉。然而大汉躲开了攻击。群众认为{0}为人不善。	{0} brought a stone and prepared to chuck it at the man. The man dodged the attack. The crowd thought {0} was not good.
{0}没有阻止他。书生越来越猖狂，群众觉得很讨厌，纷纷离去了。	{0} didn't stop him. The scholar continued to push his plck, and the crowd found it annoying and left.
{0}尝试安抚他，但他看起来就是来找茬的，毫无办法。	{0} tried to pacify him, but he seemed there to pick a fight, so it was no use.
{0}说：“住口！你竟敢妄议神明？来人，让他见识见识神的惩戒！”书生吓跑了，传道顺利进行。	{0} says: "Shut your trap! You dare talk about the divine? Let him see what the divine have in store for him! " The scholar was scared off, and the preaching went smoothly.
{0}摆出邀请的手势：“既然你这么有学问，何不加入我们？”书生轻蔑地看着我们，说道：“哼，良禽择木而栖！”	{0} beckoned invitingly: "What a learned person, why don't you join us? " The scholar looked at your agents scornfully and said: "A fine fowl perches only on a fine tree! "
{0}与他不断辩论，面红耳赤，忘了传道这回事。群众觉得无聊，四散而去。	{0} debated with him till red in the face, forgetting about their preaching. The crowd found it boring and left.
{0}拿了一碗面给他吃，但他并不饿。大群众不解，大部分都离去了	{0} gave him a bowl of noodles, but he wasn't hungry. The crowd was puzzled, and most left.
{0}准备送他一颗灵石，书生完全不知道这是什么。群众不解，大部分都离去了	{0} was about to give him a Spirit Stone, but the scholar had no idea what it was. The crowd was puzzled, and most left.
{0}拿了一根棍子，对着书生说：“你再说一句？”书生吓跑了，但群众也受到了惊吓。	{0} brought a club and said to the scholar: "Come again? " The scholar was scared off, and the crowd was frightened as well.
{0}拿了一块石头向书生砸了过去。书生没反应过来直接被砸晕。群众也吓跑了。	{0} brought a stone and struck at the scholar. The scholar was knocked out. The crowd was scared off.
{0}没有阻止她。大妈声音越来越大，群众觉得很讨厌，纷纷离去了。	{0} didn't stop her. The woman's voice kept getting louder, and the crowd found it annoying and left.
{0}尝试安抚她，但他看起来就是来找茬的，毫无办法。	{0} tried to pacify her, but she seemed there to pick a fight, so it was no use.
{0}说：“住口！你竟敢妄议神明？让你尝尝神的……”大妈居然没等话说完就骂了回来：“你们居然欺负一个弱女子？就这样还想让别人供奉？我呸！”群众对{0}同样表示唾弃。	{0} said, "Shut your trap! You dare talk about the divine? Try the divine…" The woman started scolding mid-sentence, "Bullying a girl, eh? Want others to worship ya, eh? Dream on!" People surrounding the scene also expressed their resentment towards {0}.
{0}摆出邀请的手势：“既然你觉得好，来加入我们吧。”大妈好像没听见一样，还在叫好。	{0} beckoned invitingly: "As you find it acceptable, why not join us? " The woman didn't seem to have heard a thing.
{0}说道：“啊，这不是翠花吗？你儿子收入多少啊？结婚了吗？生孩子了吗？为什么要来这里啊，看破红尘了吗？”大妈不堪受辱，只能离去。传道顺利进行。	{0} said: "Isn't this Mrs. Cuihua? How much does your son make? Is he single? How many kids does he have? Why's he coming here? Is he tired of the worldly struggles? " The old woman had had enough and left. The preaching went smoothly.
{0}拿了一碗面给她，但她并不饿。群众不解，大部分都离去了。	{0} gave her a bowl of noodles, but she wasn't hungry. Most of the crowd left.
{0}打算送她灵石，但她不认识灵石。群众不解，大部分都离去了。	{0} was going to give her หินวิญญาณ, but she didn't know what they were. Most of the crowd left.
{0}拿了一根棍子，对着大妈说：“你再说一句？”大妈摊在地上，哭喊：“救命啊，杀人啦！”{0}被群众阻止了。	{0} brought a club and said to the woman: "Come again? " The woman started crying and shouting: "Help! Murder! " {0} was stopped by the crowd.
{0}拿了一块石头，直接砸向大妈，她没来得及反应，被砸晕了过去。群众十分愤怒。	{0} brought a stone and threw it at the woman who was knocked out. The crowd was incensed.
{0}想了想，依靠处世无法密谋。	{0} thought it over and decided this is not the time to rely on social skills.
{0}决定派人去请匪徒来此地扰乱民生。晚上，一群匪徒袭击了这里。	{0} decided to ask Bandits to come cause trouble for the locals. A group of Bandits came and launched a sneak attack at night.
{0}决定直接拉拢其他门派的信众。	{0} decided to try to coerce other sects' Followers to betray.
此地并无其他势力。	But this place wasn't under the influence of any other sect.
{0}决定去做些坏事，降低其他势力的吸引力。	{0} decided to get up to no good and make other sects look like less attractive options.
{0}拿了一碗面。大家不知道他在干什么。	{0} brought a bowl of noodles. Nobody knows what he's doing.
{0}拿了一颗灵石，大家不知道他在干什么。	{0} brought a Spirit Stone, but no one knew what he was doing.
{0}拿了一根棍子，大家不知道他在干什么。	{0} brought a club, but no one knew what he was doing.
{0}拿了一块石头，大家不知道他在干什么。	{0} brought a stone, no one knew what he was doing.
{0}与对方私下沟通，小声说道：“今天要么就先这样吧，下次再受戒怎么样？”并将灵石塞到他们手中。“长久只吃素对身体不好，有时候不必勉强自己，只要心中有数即可。”对方{0}突然这么说，并离开了。受戒中断了。	{0} had a private conversation with that cultivator from another sect: "That'll do for today, how about we continue next time? " And put หินวิญญาณ in their hands. "Going without meat for too long can have consequences, there's no need to force yourself. " The other party's {0} said this, and then left. The Abstinence Ceremony was interrupted.
{0}想了想，仅仅依靠口舌并不能挽救众生。	{0} thought it over and decided that words alone couldn't save all.
{0}说：“纵欲则糜，无欲则刚。”例行割去了受戒弟子的头发，以示众人。	{0} says: "Eliminate desire and distraction, and you will be strong. " They cut off the disciples hair to show the crowd.
{0}想了想，好像没啥关系。	{0} thought it over and decided it didn't matter.
{0}想了想，此时不需要武力之戒。	{0} thought it over and decided it wasn't necessary to hold an Abstinence Ceremony of Force.
{0}举行了色戒的仪式，号召凡人不要沉迷声色，否则等于自取灭亡。	{0} held an Abstinence Ceremony, calling on people not to lose themselves to lust.
凡人都感觉内心有愧，纷纷赞同。	The commoners felt guilty, and so all agreed.
凡人并未感受到{0}的威慑力，纷纷离去。	The commoners didn't feel {0}'s dignity as a priest and so left.
{0}想了想，此时不需要文思之戒。	{0} thought it over and decided it wasn't necessary to hold an Abstinence Ceremony of Thoughts and Literature.
{0}想了想，此时不需要进行食戒。	{0} though it over, but decided fasting wasn't necessary.
{0}想了想，此时不需要进行色戒仪式。	{0} though it over, but decided that an Abstinence Ceremony of Lust wasn't necessary.
{0}想了想，此时不需要文思之戒	{0} thought it over and decided it wasn't necessary to hold an Abstinence Ceremony of Thoughts and Literature.
{0}举行了食戒仪式，号召凡人过午不食，清心寡欲。	{0} held a fasting ceremony, calling on people not to eat past midday and limit one's desires.
{0}决定采取武力之戒，劝解世人不要擅自扰乱民生。	{0} decided to urge people to abstain from fighting, persuading them not to destroy their own livelihoods.
{0}想了想，此时不需要食戒。	{0} thought it over and decided that fasting wasn't necessary.
{0}决定采取文思之戒，号召世人不能以智慧作恶，否则将聪明反被聪明误。	{0} decided to urge people to abstain from thoughts and literature, calling on the people not to use wisdom for wrongdoing.
{0}让众弟子围住神像，一起参拜。其他信徒纷纷前来围观。一个时辰之后，神迹展现。	{0} had all of the disciples surround the statue and worship together. The other Followers came and gathered around to watch. Two hours later, the Miracle appeared.
收集到了一颗天道神丹，直接放回了门派。	An Enlightenment Pill was found. It was delivered back to the Sect right away.
[NAME]解读密卷，发现其中记载了一名古代仙人的食谱，简直莫名其妙。	[NAME] ถอดรหัสคัมภีร์และค้นพบสูตรโบราณของ Immortal
[NAME]解读密卷，发现其中记载了上古时期人类如厕方式的衍变，简直不知所谓。	[NAME] ได้ถอดรหัสคัมภีร์นี้และค้นพบขนบธรรมเนียมโบราณสำหรับการปลดปล่อยตัวเอง
[NAME]解读密卷，发现其中每一个字都认识，但是连起来就完全读不懂了。	[NAME] ถอดรหัสคัมภีร์นี้และตระหนักว่าสิ่งที่เขียนนั้นไม่ได้มีเหตุผลเลยแม้แต่น้อย
[NAME]解读密卷，发现其中记载了许多古代儿童玩具的制造方法，让人摸不着头脑。	[NAME] ถอดรหัสคัมภีร์และค้นพบวิธีที่คนสมัยโบราณทำของเล่นสำหรับเด็ก
[NAME]以秘印解读后，竟然从中了解到一段古代秘辛，而随着秘闻的解读，这本秘册也化为飞灰了！	หลังจากที่ [NAME] ใช้ตราลับในการถอดรหัสมันก็เห็นได้ชัดว่ามีความลับโบราณที่ทำให้คู่มือเปลี่ยนเป็นเถ้าเมื่อถูกถอดรหัส
据《上古异闻·仙魔之战·卷一》记载，上古时期，三皇飞升后，只有东皇在人间留下道统，号称东皇宫。其势力横压当代，举世无敌，是不折不扣的正道魁首。在其带领下，两次仙魔大战人间界都获得胜利，其声威冠盖上古，无人不知，无人不晓。	อ้างอิงจาก "ความลับโบราณ: สมรภูมิสวรรค์เล่มที่ 1" หลังจากที่สามจักรพรรดิขึ้นไปมีเพียงจักรพรรดิตะวันออกเท่านั้นที่ทิ้งคำสอนไว้ที่พระราชวังตะวันออก พลังของสำนักไม่เท่ากันถึงขนาดที่โด่งดังไปทั่วทั้งอาณาจักร ภายใต้การปกครองของมันมนุษย์ได้รับชัยชนะในสงครามระหว่างอมตะและปีศาจทั้งสอง ไม่มีใครที่ไม่รู้ถึงพลังของพวกเขา
据《上古异闻·仙魔之战·卷五》记载，第二次仙魔大战开战在即，东皇宫统领人间修行者建立统一战线抵抗魔界，然而紫霄宗却依仗自己正道根脚，不服管束。关键时刻当霹雳行事，东皇掌教亲自出手杀灭紫霄宗抗命的七大长老，收束军心，最终统一战线得以建立，于第二次仙魔大战中获得惨胜。此役因紫霄宗事变产生剧烈内耗，导致修行界损失惨重，东皇宫迫紫霄宗立下誓言，为第三次仙魔大战先锋，将功赎罪。	อ้างอิงจาก "ความลับโบราณ: สมรภูมิสวรรค์เล่ม V" เมื่อสงครามครั้งที่สองระหว่างอมตะและปีศาจใกล้เข้ามาแล้วและวังตะวันออกกำลังเตรียมการเป็นแนวร่วมวิหารเมฆสีม่วงไม่ได้อยู่ในแนวเดียวกัน ด้วยความกล้าหาญและความละเอียดเป็นพิเศษเจ้าสำนักของพระราชวังตะวันออกได้สั่งประหารผู้อาวุโสเจ็ดคนของวิหารเมฆสีม่วงเป็นการส่วนตัวเพื่อฝ่าฝืนคำสั่งคืนระเบียบวินัยให้กับกองทัพผู้ฝึกฝน ด้วยเหตุนี้แนวร่วมจึงได้รับการจัดตั้งขึ้นและได้รับชัยชนะในสงคราม Pyrrhic เหตุการณ์ที่วัดเมฆสีม่วงนี้ทำให้เกิดแรงเสียดทานภายในที่นำไปสู่ปัญหาสำหรับโลกของผู้ฝึกฝน พระราชวังตะวันออกบังคับให้วิหารเมฆสีม่วงสาบานว่าจะแสวงหาการชดใช้โดยการเป็นผู้นำในสงครามอมตะและปีศาจครั้งที่สาม
据《上古异闻·仙魔之战·卷七》记载，第二次仙魔大战，十大邪教勾结魔头，险些导致人间覆灭。东皇宫掌教以身祭天道，重现东皇法身，以雷霆手段重创十大邪教，令其几乎全部覆灭，这才终于在第二次仙魔大战中获得惨胜。	อ้างอิงจาก "ความลับโบราณ: สมรภูมิสวรรค์: เล่มที่ 7" ในช่วงสงครามครั้งที่สองสองสำนักชั่วร้ายสมรู้ร่วมคิดกับความชั่วร้ายครั้งใหญ่ซึ่งนำมาซึ่งจุดจบของโลก เจ้าสำนักของวังตะวันออกได้เสียสละตัวเองให้กับลัทธิแห่งสวรรค์เพื่อให้จักรพรรดิตะวันออกเก็บเกี่ยวและทำลายคนนอกรีตทั้งสิบคน ชัยชนะที่ยิ่งใหญ่ แต่ขมขื่นในสงครามครั้งที่สองได้รับชัยชนะ
