Key	Value
五行匹配	ธาตุ
突破地点的五行属性与功法的匹配度对突破成功率的影响。	ความเข้ากันได้ระหว่างธาตุของตำแหน่งนี้กับกฎมีผลต่ออัตราความสำเร็จของก้าวข้ามขีดจำกัด
灵气浓度	ความหนาแน่นของพลังชี่
突破地点的灵气浓度对突破成功率的影响。	ความหนาแน่นของพลังชี่ในตำแหน่งที่เลือก มีผลต่อคุณภาพของแกนในระหว่างการสร้างแกน
{0}品	{0} คุณภาพ
结丹时的心境对丹品的影响。	สถานะจิตมีผลต่อคุณภาพของคอร์ในระหว่างการสร้างแกน
结丹时的天气对丹品的影响。	สภาพอากาศมีผลต่อคุณภาพของคอร์ในระหว่างการสร้างแกน
结丹时的阴阳偏向对丹品的影响。\n在五行属性中，火木属阳性，在白天得到加成；金水属阴性，在夜晚得到加成；土则需要阴阳均衡。	หยินหยางของคุณมีผลต่อคุณภาพของคอร์ในระหว่างการสร้างแกนกลาง\nในบรรดาธาตุทั้งห้าธาตุไฟและไม้จะนับเป็นหยางและมีผลโบนัสในระหว่างวัน โลหะและน้ำนับเป็นหยินและมีผลโบนัสในเวลากลางคืน โลกต้องการหยินและหยางที่สมดุล
结丹时时节对丹品的影响。\n春属木，夏属火，秋属金，冬属水，土属性则在每季末尾最佳。	ฤดูกาลมีผลต่อคุณภาพของแกนในระหว่างการสร้างแกน\nฤดูใบไม้ผลิหมายถึงไม้ฤดูร้อนหมายถึงไฟฤดูใบไม้ร่วงหมายถึงโลหะและฤดูหนาวหมายถึงน้ำ Earth จะมีผลดีที่สุดในตอนท้ายของแต่ละฤดูกาล
功法匹配	กฎ
结丹时自身属性与功法的匹配度对丹品的影响。	ความเข้ากันได้ระหว่างธาตุของตัวละครและกฎมีผลต่อคุณภาพของ Jindan
灵气加成	พลังชี่โบนัส
结丹地点的灵气浓度对结丹效果的影响。	ความหนาแน่นของพลังชี่
结丹地点的五行属性与功法的匹配度对结丹效果的影响。	ความเข้ากันได้ระหว่างธาตุของสถานที่และกฎมีผลต่อผลของยาวิเศษ
{0}境	{0} สถานะ
信徒加成	โบนัสผู้ติดตาม
信徒数量对神国面积的影响。	ผลกระทบของจำนวนผู้ติดตามที่มีต่อขนาดของ Divine Realm
心境层次对神国面积的影响。	ผลของสถานะจิตที่มีต่อขนาดของ Divine Realm
神性加成	โบนัสขั้นเทพ
神性对神国面积的影响。	ผลของความเป็นพระเจ้าที่มีต่อขนาดของ Divine Realm
心绪加成	โบนัสความทุกข์
心绪对神国面积的影响。	ผลของความทุกข์ที่มีต่อขนาดของ Divine Realm
礼器奢华	ความหรูหรา
房间内生效，受房间内建筑和物品的品阶影响。	มีผลในห้องพัก ได้รับผลกระทบจากระดับของสิ่งปลูกสร้างและสิ่งของในห้อง
景观殊胜	ความสวยงาม
房间内生效，受房间内美观影响。	มีผลในห้องพัก ได้รับผลกระทบจากความน่าดึงดูดใจในห้อง
布置得体	เค้าโครง
房间内生效，受房间内布局影响。	มีผลในห้องพัก ได้รับผลกระทบจากรูปแบบของห้อง
仪所宽广	ลาน
房间内生效，受房间尺寸影响。	มีผลในห้องพัก ได้รับผลกระทบจากขนาดของห้อง
风水相宜	ฮวงจุ้ย
房间内生效，受房间风水影响。	มีผลในห้องพัก ได้รับผลกระทบจากฮวงจุ้ยของห้อง
光烛妥帖	แสงสว่าง
房间内生效，受房间光照影响。	มีผลในห้องพัก ได้รับผลกระทบจากแสงในห้อง
    每当寿元抵达千数，便可运转元神引动天机，以渡寿元之劫。\n    此劫每度一次，威力增倍，如若度过，便可延长寿元，并借此分化一条元神分神。	ทุกๆ 1,000 ปีตัวละครสามารถใช้จิตวิญญาณดั้งเดิมเพื่อทำความเข้าใจกับความลึกลับของธรรมชาติเพื่อเอาชีวิตรอดจากทัณฑ์สวรรค์ตลอดอายุ\nความยากของความยากลำบากตลอดอายุจะเพิ่มขึ้นเป็นสองเท่าทุกครั้งที่ตัวละครรอดชีวิต อายุขัยของพวกเขาจะยาวนานขึ้นและจะมีการเพิ่มจิตวิญญาณย่อย
    每当道行抵达百数，便可运转元神引动天机，以渡道行之劫。\n    此劫每度一次，威力增倍，如若度过，便可降低道行，并借此分化一条元神分神。	ทุก ๆ การบรรลุ 100 ครั้งตัวละครสามารถใช้จิตวิญญาณดั้งเดิมของพวกเขาเพื่อทำความเข้าใจเกี่ยวกับความลึกลับของธรรมชาติเพื่อเอาชีวิตรอดจากทัณฑ์สวรรค์\nความยากของความยากลำบากตลอดอายุจะเพิ่มขึ้นเป็นสองเท่าทุกครั้งที่ตัวละครรอดชีวิต ความสำเร็จของพวกเขาจะลดลงและวิญญาณย่อยจะถูกเพิ่มเข้ามา
信仰天劫	ความทุกข์ทรมานจากความเชื่อ
因神国中神民怨念累积而产生的信仰天劫。如果度过，则使怨念清零，如若失败，则灰飞烟灭。	ทัณฑ์สวรรค์บนสวรรค์ที่เกิดจากความเกลียดชังที่สะสมมาจากผู้อยู่อาศัยของพระเจ้าในอาณาจักรศักดิ์สิทธิ์ หากตัวละครยังมีชีวิตอยู่ความเกลียดชังทั้งหมดจะถูกล้างออก ถ้าไม่เช่นนั้นพวกเขาจะถูกลบเลือน
因直面自身执念而产生的信仰天劫。如果度过，则斩却执念，于神国中开辟一块新区域，如若失败，则灰飞烟灭。	ความทุกข์ทรมานจากความเชื่อที่เกิดจากการเผชิญกับความหลงใหลของตนเอง หากตัวละครยังมีชีวิตอยู่พวกเขาจะแยกตัวออกจากความหลงใหลทั้งหมดและสร้างพื้นที่ใหม่ใน Divine Realm ถ้าไม่เช่นนั้นพวกเขาจะถูกลบเลือน
飞升天劫	ทัณฑ์สวรรค์ขึ้นสวรรค์
因神性圆满而产生的信仰天劫。如果度过，则神化飞升，如若失败，则灰飞烟灭。	ทัณฑ์สวรรค์แห่งความเชื่อที่เกิดจากความศักดิ์สิทธิ์ที่เติมเต็ม หากตัวละครยังมีชีวิตอยู่พวกเขาจะขึ้นสู่ความเป็นอมตะ ถ้าไม่เช่นนั้นพวกเขาจะถูกลบเลือน
化形天劫	ทัณฑ์สวรรค์กึ่งมนุษย์
    从动物修行化形，需经历化形天劫才能化身为人。\n    此劫五行俱全，金木水火土五种天劫轮流降临。	ในการฝึกตนจากสัตว์สู่ร่างมนุษย์เราต้องอยู่รอดจากทัณฑ์สวรรค์ร่างแปลง\nทัณฑ์สวรรค์นี้มาจากธาตุทั้งห้าโดยมีเวอร์ชันโลหะไม้ไฟน้ำและโลกจากมากไปหาน้อย
无法在此地突破	ไม่สามารถพัฒนาที่ตำแหน่งนี้ได้
\n<font color=#0000FF>[右击可指定原材料]</font>	\n<font color=#0000FF>[คลิกขวาเพื่อเลือกวัตถุดิบ]</font>
生成全景图片需要一定的时间，请不要移动鼠标并耐心等待直到提示完成。	ต้องใช้เวลาในการสร้างโลก กรุณาอย่าขยับเมาส์และรอจนกว่าจะถูกสร้างขึ้น
截图已经保存到：\n{0}	เซฟภาพหน้าจอไปที่:\n{0}
正在拼接图片(1)……	ภาพต่อกัน (1) …
正在拼接图片({0})……	ภาพต่อกัน ({0})...
即将完成……	ใกล้เสร็จแล้ว…
你选择了研习多个秘籍，研习弟子会逐个等待自身参悟值足够时再进行研习。	คุณได้เลือกคู่มือหลายเล่ม ศิษย์จะรอจนกว่าพวกเขาจะมีแรงบันดาลใจเพียงพอที่จะศึกษาพวกเขา
\n分类:{0}	\nหมวดหมู่: {0}
提高道行:{0}\n	ความสำเร็จ: + {0} \n
需求境界：{0}\n	สถานะที่ต้องการ: {0} \n
模组丢失	Mods หายไป
[玄门秘籍]	[คู่มือดั้งเดิม]
[旁门心得]	[คู่มือนอกรีต]
全部秘籍	คู่มือทั้งหมด
战斗法术	คาถาการต่อสู้
收藏	คอลเลกชัน
独本遗册	เฉพาะสำเนาที่มีอยู่
无上大法	กฎสูงสุด
藏经阁容量：{0}/{1}	ความจุ: {0}/{1}
藏经阁所能容纳的秘籍。秘籍越深奥，录入占用的容量就越多。\n\n当前藏书量为派中弟子提供:\n降低参悟消耗{0}%	ความสามารถของ Manual Pavilion ในการบรรจุคู่มือ คู่มือที่ยากขึ้นจะใช้พื้นที่มากขึ้นหลังจากถอดเสียงแล้ว\n\nความจุด้วยตนเองในปัจจุบันมีให้โดยศิษย์ของสำนัก:\nลดต้นทุนแรงบันดาลใจลง {0}%
你已经离开硬核模式	คุณได้ออกจาก Hardcore แล้ว
重载所有脚本	โหลดสคริปต์ทั้งหมดซ้ำ
重载脚本结束	โหลดสคริปต์ใหม่
游戏中才能执行Lua	Lua สามารถใช้งานได้ในระหว่างการเล่นเกมเท่านั้น
重载Lua	โหลด Lua ใหม่
重载Thing	โหลดสิ่งใหม่
重载MapStory	โหลดแผนที่
重载SkillTree	โหลด SkillTree ใหม่
重载Modifier	โหลดตัวปรับแต่งใหม่
重载Skill	โหลดทักษะใหม่
重载FightDriver	โหลด FightDriver ใหม่
重载PlaceDefs	โหลด PlaceDefs ใหม่
成功！	สำเร็จ!
失败！	ล้มเหลว!
当前阵图仍未保存，无法配置布局	แผนยังไม่ได้รับเซฟ ไม่สามารถวางเค้าโครง
当前阵图无内容，无法配置布局	แผนดังกล่าวไม่มีเนื้อหา ไม่สามารถวางเค้าโครง
当前阵图配置仍未保存，无法搭建阵图	ยังไม่ได้เซฟการกำหนดค่าแผน ไม่สามารถสร้างแผน
ui状态异常，请关闭ui再次打开	ไม่สามารถโหลด UI กรุณาปิดและเปิดอีกครั้ง
阵图：{0} 阵法：{1}号	แผน: {0} รูปแบบ: {1} ไม่ใช่
阵图：{0}	แผน: {0}
新建阵图	สร้าง
当前仍有未保存的阵图，是否保存	แผนยังไม่ได้รับเซฟ คุณต้องเซฟไหม
不能改变仙阵阵图	ไม่สามารถแก้ไขแผนอมตะ
当前阵图节点数过少，无法保存	แผนมีโหนดน้อยเกินไป ไม่สามารถเซฟ
命名阵图	ตั้งชื่อแผน
无效阵图，无法布阵	แผนไม่ถูกต้อง ไม่สามารถสร้างรูปแบบได้
残缺阵图，无法布阵	แผนไม่สมบูรณ์ ไม่สามารถสร้างรูปแบบได้
阵枢需要一个满足条件的角色主持才可以布阵	การก่อตัวจะเกิดขึ้นได้ก็ต่อเมื่อตัวละครที่มีคุณสมบัติตรงตามข้อกำหนดเป็นเจ้าภาพเสา
请输入阵法名字	ป้อนชื่อสำหรับการสร้าง
修改名称	เปลี่ยนชื่อ
你保存了一个阵法配置，现在你可以通过阵枢角色身上的结阵按钮来进行结阵。	คุณได้เซฟการกำหนดค่ารูปแบบ ตอนนี้คุณสามารถคลิกปุ่ม Form Formation บนตัวละครที่ได้รับการแต่งตั้งให้เป็นเสาหลักเพื่อสร้างรูปแบบ
已将分享字符串复制到剪切板	คัดลอกสตริงการแชร์ไปยังคลิปบอร์ดแล้ว
请输入阵图字符串	ป้อนสตริงสำหรับแผน
分享字符串错误，无法使用	เกิดข้อผิดพลาดในสตริงการแชร์ ไม่สามารถใช้งานได้
存在未激活阵眼，无法使用	อุปกรณ์เสริมที่ไม่ได้ใช้งาน ไม่สามารถใช้งานได้
请选择一个阵枢	เลือกเสา
请选择一个阵眼	เลือกอุปกรณ์เสริม
当前阵图仍有阵眼，无法删除阵枢	แผนยังคงมีตัวช่วย ไม่สามารถถอดเสาออกได้
请输入阵图名字	ป้อนชื่อสำหรับแผน
-复制	- สำเนา
当前阵图有正在运转的阵法，无法删除	รูปแบบที่สร้างขึ้นโดยใช้แผนนี้ยังคงทำงานอยู่ ไม่สามารถลบได้
当前阵图有阵法配置，即将删除配套阵法，是否确定	แผนมีการกำหนดรูปแบบ คุณต้องการลบการก่อตัวที่เกี่ยวข้องทั้งหมดหรือไม่?
是否确定删除该阵法	คุณต้องการลบรูปแบบนี้หรือไม่
阵枢：	เสา:
无	ไม่มี
阵眼：	อุปกรณ์เสริม:
[点击编辑配置]	[คลิกเพื่อแก้ไขการกำหนดค่า]
{0}\n阵枢：\n　无\n阵眼:\n　无\n[点击编辑配置]	{0} \nPillar: \nNone \nAuxiliary: \nNone\n[คลิกเพื่อแก้ไขการกำหนดค่า]
[点击配置阵法]	[คลิกเพื่อกำหนดการกำหนดรูปแบบ]
点击配置	คลิกการกำหนดค่า
还未设置该模组的预览图	คุณยังไม่ได้ตั้งค่าภาพตัวอย่างสำหรับม็อดนี้
还未设置该模组的名称	คุณยังไม่ได้ตั้งชื่อม็อดนี้
确定更新模组内容吗？	แน่ใจไหมว่าต้องการอัปเดตเนื้อหาของ mod
分享	แบ่งปัน
\r\n[内容]	\r\n[เนื้อหา]
上传	ที่อัพโหลด
更新	อัปเดต
添加新故事	สร้างเรื่องราวใหม่
印记	เครื่องหมาย
脸部伤痕	รอยแผลเป็นบนใบหน้า
伤疤	แผลเป็น
有资源未下载完成，退出将被取消，确定要退出吗？	ยังไม่ได้ดาวน์โหลดทรัพยากรบางอย่าง การออกตอนนี้จะยกเลิกการดาวน์โหลด ทางออก?
正在下载 ： 0	กำลังดาวน์โหลด: 0
未下载	ไม่ดาวน์โหลด
等待激活	มีจำหน่าย
已激活	เปิดใช้งานแล้ว
[color=#FF0000]模组商店获取失败[/color]	[color=#FF0000]ล้มเหลว[/color]
正在下载 ：	กำลังดาวน์โหลด:
下载	กำลังดาวน์โหลด
: 等待服务器响应	: กำลังรอให้เซิร์ฟเวอร์ตอบกลับ
正在下载	กำลังดาวน์โหลด
取消下载	ยกเลิกการดาวน์โหลด
{0} 下载失败，请检查网络连接是否稳定，同时移至Steam下载界面恢复下载	{0} การดาวน์โหลดล้มเหลว ตรวจสอบว่าการเชื่อมต่ออินเทอร์เน็ตของคุณเสถียรและไปที่เมนูดาวน์โหลดของ Steam เพื่อทำการดาวน์โหลดต่อ
\n下载失败，请尝试重新下载	\nดาวน์โหลดไม่สำเร็จ กรุณาลองใหม่อีกครั้ง
[color=#FF0000]下载失败[/color]	[color=#FF0000]ไม่สามารถดาวน์โหลด[/color]
{0} 下载超时，请检查网络连接，或移至Steam下载界面恢复下载	{0} หมดเวลาดาวน์โหลด ตรวจสอบว่าการเชื่อมต่ออินเทอร์เน็ตของคุณเสถียรหรือไปที่เมนูดาวน์โหลดของ Steam เพื่อทำการดาวน์โหลดต่อ
总大小:	ขนาด:
当前进度:	ความคืบหน้า:
Lua代码不能为空	สคริปต์ Lua ต้องไม่ว่างเปล่า
\n元神修行境界不足	\nสถานะของจิตวิญญาณดั้งเดิมไม่เพียงพอ
\n角色属性底蕴不足	\nสถิติตัวละครไม่เพียงพอ
技能丢失	ทักษะที่หายไป
已合练	รวมกัน
未合练	ไม่รวม
未达到元神期，无法进行元神寄托的仪式。	ยังไม่ไปถึงสถานะวิญญาณดั้งเดิม ไม่สามารถทำพิธีผูกมัดผ่านวิญญาณบรรพกาล
元神期的修行者可以以自身的元神分神为载体，将自己对修行的体会寄托于装备之上。	ผู้ฝึกตนที่มีจิตวิญญาณดั้งเดิมสามารถใช้จิตวิญญาณย่อยเป็นพาหะเพื่อแนบความเข้าใจในการฝึกตนเข้ากับอุปกรณ์ของพวกเขา
是否切换绘制模式，此操作会导致刷新符咒绘制面板且不会退还灵力。	คุณต้องการเปลี่ยนโหมดการวาดภาพหรือไม่? การดำเนินการนี้จะรีเฟรชแผงการวาดยันต์และจะไม่คืนค่าพลังชี่
是否切换符咒种类，此操作会导致刷新符咒绘制面板且不会退还灵力。	คุณต้องการเปลี่ยนประเภทยันต์หรือไม่? มันจะรีเฟรชแผงวาดยันต์และจะไม่คืนค่าพลังชี่
空白	ว่างเปล่า
似乎随便画画就可以得到神奇的结果。	ดูเหมือนว่าคุณสามารถวาดภาพสิ่งมหัศจรรย์ได้โดยการเขียนลวก ๆ เท่านั้น
白元法	เทคนิคการกำเนิดสีขาว
角色当前灵力不足以驱动此术！	ตัวละครมี พลังชี่ไม่เพียงพอที่จะแสดงสิ่งนี้!
以灵气绘制本命真符，能保证最低效果。	ใช้ พลังชี่เพื่อวาด Natal Talisman เพื่อให้ได้เอฟเฟกต์ขั้นต่ำ
以10倍于白元法的灵气绘制本命真符，符咒效果提高1倍。	ใช้ 10x พลังชี่ที่ใช้ในเทคนิค White Origin เพื่อวาด Natal Talisman เพิ่มผลของเครื่องราง 100%
以100倍于白元法的灵气绘制本命真符，符咒效果提高2倍。	ใช้ 100x พลังชี่ที่ใช้ในเทคนิค White Origin เพื่อวาด Natal Talisman เพิ่มผลของเครื่องรางขึ้น 200%
以1000倍于白元法的灵气绘制本命真符，符咒效果提高3倍。	ใช้ 1000x พลังชี่ที่ใช้ในเทคนิค White Origin เพื่อวาด Natal Talisman เพิ่มผลของเครื่องรางขึ้น 300%
以10000倍于白元法的灵气绘制本命真符，符咒效果提高4倍。	ใช้ 10,000x พลังชี่ที่ใช้ในเทคนิค White Origin เพื่อวาด Natal Talisman เพิ่มผลของยันต์ 400%
已将分享码复制到粘贴板中。	มีการคัดลอกรหัสแบ่งปันไปยังคลิปบอร์ดแล้ว
分享码无效。	รหัสแบ่งปันไม่ถูกต้อง
分享码	แบ่งปันรหัส
地图种子	แผนที่เมล็ดพันธุ์
未选择	ยังไม่ได้เลือก
[color=#008800]（已完成）[/color]	[color=#008800](เสร็จสมบูรณ์)[/color]
可完成成就：	ความสำเร็จที่มี:
拍照模式	กล้อง
问题上报	รายงาน
读档	โหลด
新建地图	สร้างแผนที่ใหม่
地图存储	เซฟแผนที่
地图读取	โหลดแผนที่
地图测试	การทดสอบแผนที่
自定义快捷键	ปุ่มลัด
难度调整	ความยาก
系统设置	การตั้งค่า
{1}季\n剩余{0}天	เหลือ {1}\n{0} วัน
游戏 暂停/继续\n[keycode]GamePauseOrPlay[/keycode]	เกมหยุดชั่วคราว/เล่น\n[keycode]GamePauseOrPlay[/keycode]
1倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度	ความเร็ว 1x ​​\n[keycode]SpeedP[/keycode]ลดความเร็ว ​​\n[keycode]SpeedN[/keycode]เพิ่มความเร็ว
2倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度	ความเร็ว 2x ​​\n[keycode]SpeedP[/keycode]ลดความเร็ว ​​\n[keycode]SpeedN[/keycode]เพิ่มความเร็ว
{0}倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度	ความเร็ว {0}x ​​\n[keycode]SpeedP[/keycode]ลดความเร็ว ​​\n[keycode]SpeedN[/keycode]เพิ่มความเร็ว
地图名称	ชื่อแผนที่
地图描述	คำอธิบายแผนที่
地图内容	เนื้อหาแผนที่
返回主菜单	กลับไปที่เมนู
返回主菜单将会丢失所有未保存的进度，确定要返回吗？	คุณจะสูญเสียความคืบหน้าทั้งหมดที่ยังไม่ได้เซฟไว้ แน่ใจไหมว่าต้องการกลับไปที่เมนู
退出游戏	เลิก
退出将会丢失所有未保存的进度，确定要退出吗？	คุณจะสูญเสียความคืบหน้าทั้งหมดที่ยังไม่ได้เซฟไว้ แน่ใจไหมว่าต้องการเลิก
存档并返回	เซฟและกลับ
存档并退出	เซฟและออก
数据与成就	ความสำเร็จ
难度查看	ความยาก
返回	กลับ
返回门派	กลับไปที่สำนัก
\n[color=#009600]风水建筑[/color]	\n[color=#009600]สิ่งก่อสร้างมีผลกับฮวงจุ้ย[/color]
\n[color=#B65704]地形需求[/color]	\n[color=#B65704]ข้อกำหนดภูมิประเทศ[/color]
\n[color=#B65704]产出:[/color]	\n[color=#B65704]เอาต์พุต:[/color]
[本地蓝图]\n	[Local Blueprint]\n
[MOD蓝图（来自MOD  {0}）]\n	[Mod Blueprint (จาก mod {0})]\n
蓝图中存在失落之物!	ของหายในพิมพ์เขียว!
存在失落之物	มีของหาย.
蓝图中存在未解锁建筑!	สิ่งก่อสร้างที่ถูกล็อกในพิมพ์เขียว!
存在未解锁建筑	มีสิ่งก่อสร้างที่ถูกล็อค
神秘地点	จุดลึกลับ
确定要离开此地吗？	คุณต้องการออกจากสถานที่นี้ไหม
还不能离开，因为\n{0}	ไม่สามารถออกได้เนื่องจาก\n{0}
快捷键	ปุ่มลัด
时间变化	เวลาเปลี่ยน
调整当前时间	เปลี่ยนเวลาปัจจุบัน
季节变化	การเปลี่ยนแปลงฤดูกาล
更换当前季节	เปลี่ยนฤดูกาลปัจจุบัน
天气变化	อากาศเปลี่ยน
更换天气	เปลี่ยนแปลงสภาพอากาศ
生成物品	สร้างไอเท็ม
生成随机原材料的物品。	สร้างไอเทมจากวัตถุดิบแบบสุ่ม
拍照模式。	กล้อง.
天气与季节	สภาพอากาศและฤดูกาล
更换当前天气与季节	เปลี่ยนสภาพอากาศและฤดูกาลปัจจุบัน
地图编辑	แก้ไขแผนที่
编辑地图及生成地图中的物品。	แก้ไขแผนที่และสร้างไอเท็มในแผนที่
角色生成	สร้างตัวละคร
生成随机角色。	สร้างตัวละครแบบสุ่ม
Trap编辑。	กับดักแก้ไข
对话编辑	แก้ไขบทสนทนา
编辑对话。	แก้ไขบทสนทนา
路线编辑	แก้ไขเส้นทาง
编辑移动路线。	แก้ไขเส้นทาง
指定天气	เลือกสภาพอากาศ
当前天气变化为指定的天气	เปลี่ยนสภาพอากาศให้เป็นสภาพอากาศที่เฉพาะเจาะจง
地形	ภูมิประเทศ
坐标点	พิกัด
矿物	แร่
特殊物品	พิเศษ
建筑	สิ่งก่อสร้าง
随机普通矿	สุ่ม Ores ทั่วไป
随机中级矿	สุ่ม Ores ระดับกลาง
随机高级矿石	สุ่ม Ores ขั้นสูง
随机鲜花	สุ่มดอกไม้
随机秘籍	คู่มือสุ่ม
随机生成一本秘籍	สร้างคู่มือแบบสุ่ม
随机法宝	ของวิเศษแบบสุ่ม
随机生成一个法宝	สร้างของวิเศษแบบสุ่ม
随机符咒	สุ่มยันต์
随机生成一个符咒	สร้างยันต์แบบสุ่ม
普通物品	ธรรมดา
调整	ปรับ
对象升阶	ระดับขึ้น
将一个对象的品质升阶	เพิ่มคุณภาพเป้าหมาย
对象降阶	ระดับลง
将一个对象的品质降阶	ลดคุณภาพเป้าหมาย
变成法宝	เปลี่ยนเป็น ของวิเศษ
将一个物品变成法宝	เปลี่ยนไอเท็มเป็นของวิเศษ
变成精怪	เปลี่ยนเป็น วิญญาณรับรู้
将一个对象变成精怪	เปลี่ยนเป้าหมายเป็น วิญญาณรับรู้
精怪化形	จิตวิญญาณที่เปลี่ยนรูปร่าง
将一个物品灵淬	ทำการปรับแต่งออร่าสำหรับไอเท็ม
分裂镇物	แยกที่ระลึก
将物品分裂出一个未鉴定的镇物	แยกไอเทมออกเป็น Relic ที่ไม่ปรากฏชื่อ
鉴定镇物	ระบุ Relic
将一个镇物鉴定	ระบุวัตถุที่ระลึก
幽淬	การปรับแต่ง Spectre
将一个物品幽淬	ดำเนินการปรับแต่ง Spectre สำหรับไอเท็ม
灵淬	การปรับแต่งออร่า
高级秘籍	คู่มือขั้นสูง
通过输入指定字段生成秘籍	ป้อนฟิลด์เฉพาะเพื่อสร้างคู่มือ
法宝胚胎进度MAX	เพิ่มความคืบหน้าในการบ่มเพาะ ของวิเศษ ให้สูงสุด
将一个法宝激活进度拉满	เพิ่มความคืบหน้าในการเปิดใช้งานของวิเศษ
该角色已经是内门	ตัวนี้เป็นศิษย์ในอยู่แล้ว
将一个外门弟子晋升内门	ส่งเสริมศิษย์นอกเป็นศิษย์ใน
境界进阶	สถานะล่วงหน้า
提升一个内门弟子的境界	ปรับปรุงสถานะของศิษย์ใน
角色重生	การเกิดใหม่ของตัวละคร
将一个角色重生重置数值	รีเซ็ตคุณสมบัติของตัวละคร
加满灵气	เพิ่ม พลังชี่สูงสุด
加满一个内门弟子的灵气	เพิ่มพลัง พลังชี่ของศิษย์ในให้มากที่สุด
增加神性	เพิ่มความศักดิ์สิทธิ์
增加一个神修的神性	เพิ่มความศักดิ์สิทธิ์ของผู้ฝึกตนแพนธีออน
减少神性	ลดความศักดิ์สิทธิ์
减少一个神修的神性	ลดความศักดิ์สิทธิ์ของผู้ฝึกตนแพนธีออน
满神民	เพิ่มผู้อยู่อาศัยของพระเจ้าให้สูงสุด
加满一个神修的神民	เพิ่มจำนวนผู้อยู่อาศัยศักดิ์สิทธิ์ของผู้ฝึกตนแพนธีออนให้มากที่สุด
提升心境	ปรับปรุงสถานะจิต
提升一个角色的心境	ปรับปรุงสถานะจิตของตัวละคร
降低心境	ลดสถานะจิต
降低一个角色的心境	ลดสถานะจิตของตัวละคร
增加参悟值	เพิ่มแรงบันดาลใจ
增加角色100000点参悟	เพิ่มแรงบันดาลใจของตัวละคร 100,000
参悟值归零	ล้างแรงบันดาลใจทั้งหมด
将角色参悟值归零	ล้างแรงบันดาลใจของตัวละคร
植物成长值增加	เพิ่มการเจริญเติบโตของพืช
植物成长值增加20	เพิ่มการเจริญเติบโตของพืช 20
植物成长值减少	ลดการเจริญเติบโตของพืช
植物成长值减少20	ลดการเจริญเติบโตของพืช 20
人型角色	ตัวละครของมนุษย์
动物角色	ตัวละครสัตว์
妖兽角色	ตัวละครสัตว์ร้าย
生成角色	สร้างตัวละคร
角色按钮显示	การแสดงตัวอักษร
开	บน
关	ปิด
被迫服役	บังคับให้รับใช้
{0}[{6}]\n灵气:{7:N0}\n健康:{1:P0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}	{0}[{6}]\nพลังชี่: {7:N0}\nสุขภาพ: {1:P0}\nความหิว: {2:N0}\nขั้นแรก: {3:N0}\nพลังงาน: {4:N0}\nอารมณ์ : {5:N0}
{0}{6}\n健康:{1:P0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}	{0}{6}\nสุขภาพ: {1:P0}\nความหิว: {2:N0}\nขั้นแรก: {3:N0}\nพลังงาน: {4:N0}\nอารมณ์: {5:N0}
(访客)	(ผู้เยี่ยมชม)
历练中	การผจญภัย
{0}[{7}]\n真炁:{8:N0}\n健康:{1:P0}\n心境:{6:N0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}	{0}[{7}]\nพลังชี่แท้: {8:N0}\nสุขภาพ: {1:P0}\nสภาวะจิต: {6:N0}\nความหิว: {2:N0}\nขั้นแรก: {3:N0}\nพลังงาน: {4:N0}\nอารมณ์: {5:N0}
{0}[{7}]\n灵气:{8:N0}\n健康:{1:P0}\n心境:{6:N0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}	{0}[{7}]\nพลังชี่: {8:N0}\nสุขภาพ: {1:P0}\nสถานะทางจิต: {6:N0}\nความหิว: {2:N0}\nขั้นแรก: {3:N0} \พลังงาน: {4:N0}\nอารมณ์: {5:N0}
\n重要情绪:	\nอารมณ์หลัก:
异常	ข้อผิดพลาด
确定删除该建筑蓝图吗？	คุณต้องการลบพิมพ์เขียวของสิ่งก่อสร้างหรือไม่
尚未解锁阵眼，无法使用阵法系统。	คุณยังไม่ได้ปลดล็อกตัวช่วยใด ๆ ไม่สามารถใช้ระบบการก่อตัวได้
生存目标	วัตถุประสงค์
门派建设	สิ่งก่อสร้างสำนัก
修行进阶	ล่วงหน้า
第{0}天 {1:D2}:{2:D2} {3}	วันที่ {0} {1:D2}: {2:D2}
{0}\n剩余：{1}	{0}\nที่เหลืออยู่: {1}
门派风水：{0}	ฮวงจุ้ยของสำนัก: {0}
新的异闻解锁	ความลับใหม่ถูกปลดล็อก
(室)	(ห้อง)
(冰)	(น้ำแข็ง)
未探索	ยังไม่ได้สำรวจ
灵气:{0}	ฉี: {0}
古修	ผู้ฝึกตนโบราณ
启	ฉี
停	หยุด
